metaproteome~WP_019917499.1	UniRef100_A0A1B3LIJ0~K03711	93.7	143	9	0	1	143	1	143	1.6e-72	276.9
metaproteome~WP_019919114.1	UniRef100_A0A1B3LHV7~K03286	86.2	247	34	0	1	247	1	247	2.4e-105	386.7
metaproteome~WP_019919445.1	UniRef100_A0A1B3LR27~K01903	96.4	388	14	0	1	388	1	388	5.4e-208	728.4
metaproteome~WP_020205948.1	UniRef100_G0ETD1~K01251	96.2	472	18	0	1	472	1	472	2.8e-267	925.6
metaproteome~EQB64020.1	UniRef100_I0AI15~K02358	79.4	402	82	1	1	402	1	401	5.1e-185	652.1
metaproteome~EEO28806.2	UniRef100_A0A1W7BAW7~K02946	99.0	103	1	0	13	115	1	103	6.8e-50	201.4
metaproteome~BAN33946.1	UniRef100_S6AE15~K03569	100.0	348	0	0	1	348	1	348	1.7e-189	666.8
metaproteome~BAN35084.1	UniRef100_S6AKF0~K04487	100.0	408	0	0	1	408	1	408	1.1e-232	810.4
metaproteome~ERH40858.1	UniRef100_S5AQN7~K02358	81.6	87	16	0	1	87	1	87	7.2e-36	154.5
metaproteome~WP_021247972.1	UniRef100_A0A1H5VLB6~K04751	92.0	112	9	0	1	112	1	112	6.0e-51	204.9
metaproteome~WP_021249132.1	UniRef100_A0A127K6E7~K02982	95.3	256	12	0	1	256	1	256	1.4e-127	460.7
metaproteome~WP_021250893.1	UniRef100_A0A127K6I3~K11942	94.0	1092	61	1	1	1092	1	1088	0.0e+00	2031.1
metaproteome~AGW92175.1	UniRef100_U3QMA8~K00265	100.0	1655	0	0	1	1655	1	1655	0.0e+00	3312.7
metaproteome~AGW92378.1	UniRef100_U3QQI4~K02112	100.0	467	0	0	1	467	1	467	1.4e-266	923.3
metaproteome~AHA36497.1	UniRef100_D8PI40~K00371	98.8	401	5	0	1	401	12	412	5.3e-251	871.3
metaproteome~WP_023594592.1	UniRef100_V5UD58~K02902	100.0	77	0	0	1	77	1	77	1.3e-36	156.8
metaproteome~EXI65436.1	UniRef100_C7RUW1~K01940	92.4	408	31	0	1	408	1	408	1.0e-220	770.8
metaproteome~EXI67167.1	UniRef100_C7RJ86~K03413	95.1	122	6	0	1	122	1	122	1.5e-55	220.3
metaproteome~EXI67417.1	UniRef100_C7RN33~K11688	86.0	336	47	0	1	336	1	336	3.3e-161	572.8
metaproteome~EXI68001.1	UniRef100_F8KVI5~K19172	55.5	436	186	2	66	501	33	460	2.3e-142	510.8
metaproteome~EXI68607.1	UniRef100_C7RTM8~K02078	98.7	78	1	0	1	78	1	78	1.8e-33	146.4
metaproteome~EXI68760.1	UniRef100_C7RRX6~K00170	94.4	337	19	0	1	337	1	337	2.6e-182	642.9
metaproteome~EXI71608.1	UniRef100_C7RRQ8~K14393	88.7	575	52	2	1	575	1	562	3.2e-273	945.7
metaproteome~EXI73901.1	UniRef100_C7RR96~K15864	86.4	560	75	1	1	559	1	560	2.9e-287	992.3
metaproteome~EXI74129.1	UniRef100_C7RJC4~K02988	96.0	174	7	0	1	174	1	174	1.8e-86	323.6
metaproteome~EXI74297.1	UniRef100_C7RMH6~K01902	98.3	297	5	0	1	297	1	297	4.3e-165	585.5
metaproteome~EXI74730.1	UniRef100_C7RQZ3~K00240	97.5	237	6	0	1	237	1	237	8.8e-137	491.1
metaproteome~EXI74860.1	UniRef100_C7RQX0~K01966	96.3	510	19	0	1	510	1	510	4.5e-287	991.5
metaproteome~EXI78141.1	UniRef100_C7RJB7~K02986	94.3	209	12	0	1	209	1	209	4.0e-109	399.1
metaproteome~EXI79346.1	UniRef100_C7RL32~K04043	88.4	648	69	1	1	648	1	642	0.0e+00	1087.4
metaproteome~EXI81508.1	UniRef100_C7RMH5~K01903	95.5	308	14	0	1	308	79	386	5.7e-160	568.5
metaproteome~EXI81806.1	UniRef100_C7RM78~K02567	90.8	841	77	0	1	841	1	841	0.0e+00	1647.9
metaproteome~EXI82919.1	UniRef100_C7RPC3~K00265	89.3	1559	167	0	1	1559	1	1559	0.0e+00	2801.5
metaproteome~EXI82949.1	UniRef100_C7RJP3~K03517	89.3	365	39	0	1	365	1	365	2.1e-193	679.9
metaproteome~EXI85765.1	UniRef100_C7RPD0~K02666	77.3	704	140	3	1	685	1	703	1.3e-302	1043.5
metaproteome~EXI86360.1	UniRef100_C7RN33~K11688	82.5	337	59	0	1	337	1	337	2.1e-155	553.5
metaproteome~EXI86413.1	UniRef100_C7RNV6~K00626	92.9	392	28	0	1	392	1	392	6.9e-203	711.4
metaproteome~EXI88011.1	UniRef100_W0SAW3~K04752	92.9	112	8	0	1	112	1	112	7.8e-51	204.5
metaproteome~EXI88868.1	UniRef100_C7RQX2~K01847	90.9	722	66	0	1	722	1	722	0.0e+00	1306.6
metaproteome~EXI89313.1	UniRef100_C7RRZ9~K00405	91.2	204	18	0	1	204	1	204	1.9e-103	380.2
metaproteome~EXI89346.1	UniRef100_C7RRW5~K14446	87.5	584	73	0	1	584	1	584	7.5e-312	1074.7
metaproteome~EXI89555.1	UniRef100_C7RMH6~K01902	93.9	297	18	0	1	297	1	297	1.5e-157	560.5
metaproteome~EXI89686.1	UniRef100_C7RUQ6~K02871	87.8	148	12	1	1	148	1	142	2.6e-70	269.6
metaproteome~EXI89764.1	UniRef100_C7RSP7~K00688	82.9	858	147	0	1	858	1	858	0.0e+00	1484.2
metaproteome~EXI90352.1	UniRef100_C7RVI2~K03821	92.9	295	21	0	1	295	74	368	1.2e-162	577.4
metaproteome~EXI90645.1	UniRef100_C7RVI6~K00626	91.9	393	32	0	1	393	1	393	3.4e-202	709.1
metaproteome~EXI90689.1	UniRef100_C7RM91~K00023	89.5	247	26	0	1	247	1	247	2.2e-122	443.4
metaproteome~EXI90708.1	UniRef100_C7RL87~K07220	73.5	226	60	0	1	226	1	226	7.7e-90	335.1
metaproteome~EXI90856.1	UniRef100_C7RJD6~K02890	96.3	109	4	0	3	111	1	109	5.9e-51	204.9
metaproteome~EXI91152.1	UniRef100_C7RRU2~K06077	73.5	147	39	0	1	147	1	147	5.3e-47	192.2
metaproteome~EXI92968.1	UniRef100_C7RTB9~K02902	97.4	77	2	0	1	77	1	77	1.3e-36	156.8
metaproteome~WP_024567736.1	UniRef100_A0A077EC17~K15727	90.0	399	36	3	1	396	1	398	3.2e-192	676.0
metaproteome~WP_026154779.1	UniRef100_D2QZM3~K11900	78.0	486	104	1	6	491	11	493	1.3e-227	793.9
metaproteome~WP_026685247.1	UniRef100_Q47DH9~K01937	88.8	544	61	0	1	544	1	544	9.7e-288	993.8
metaproteome~WP_026685510.1	UniRef100_Q47GJ9~K02945	88.0	559	66	1	1	558	1	559	1.4e-281	973.4
metaproteome~WP_026685518.1	UniRef100_Q47GP7~K03286	70.8	226	57	3	1	224	1	219	1.2e-79	301.2
metaproteome~WP_026685751.1	UniRef100_Q47HK2~K04043	91.3	645	55	1	1	644	1	645	0.0e+00	1120.9
metaproteome~WP_026685983.1	UniRef100_A0A0K1J2W2~K00627	84.4	553	78	4	1	547	1	551	5.3e-209	732.3
metaproteome~WP_026686713.1	UniRef100_G8QKQ6~K01638	90.6	531	50	0	1	531	1	531	1.8e-286	989.6
metaproteome~WP_026687144.1	UniRef100_Q47FK4~K01895	86.2	654	89	1	1	653	1	654	0.0e+00	1176.4
metaproteome~WP_026687302.1	UniRef100_Q47C42~K00164	77.9	942	207	1	1	941	4	945	0.0e+00	1522.7
metaproteome~WP_026687922.1	UniRef100_G8QNA8~K04077	91.1	549	49	0	1	549	1	549	1.6e-269	933.3
metaproteome~WP_026688194.1	UniRef100_Q477Z3~K02111	89.5	512	54	0	1	512	1	512	5.2e-259	898.3
metaproteome~WP_026921369.1	UniRef100_A0A1I9YME1~K11900	82.1	498	89	0	1	498	1	498	1.4e-245	853.6
metaproteome~WP_027015871.1	UniRef100_A0A1D8JBS4~K01652	95.3	595	26	1	1	595	1	593	0.0e+00	1141.3
metaproteome~WP_027022395.1	UniRef100_A0A0P1D0C1~K03043	88.6	1398	156	3	1	1395	1	1397	0.0e+00	2437.5
metaproteome~WP_027456248.1	UniRef100_Q47HH0~K00336	84.3	777	122	0	1	777	1	777	0.0e+00	1330.9
metaproteome~WP_027456424.1	UniRef100_Q47I59~K00406	88.6	299	34	0	1	299	1	299	7.9e-159	564.7
metaproteome~WP_027456655.1	UniRef100_Q47J79~K02948	96.1	129	5	0	1	129	1	129	1.3e-62	243.8
metaproteome~WP_027456664.1	UniRef100_Q47J89~K02994	96.2	131	5	0	1	131	1	131	4.7e-63	245.4
metaproteome~WP_027456667.1	UniRef100_Q47J92~K02895	90.5	105	10	0	1	105	2	106	4.9e-47	191.8
metaproteome~WP_027456668.1	UniRef100_Q47J93~K02874	97.5	122	3	0	1	122	1	122	1.0e-59	234.2
metaproteome~WP_027456675.1	UniRef100_Q47JA1~K02892	97.0	100	3	0	1	100	1	100	5.2e-46	188.3
